7	6	957
7	7	0
7	8	918
7	9	1096
7	10	1096
7	11	1627
7	12	1245
7	13	1440
7	14	1522
7	15	935
7	16	714
7	17	451
7	18	562
7	19	807
7	20	552
7	21	362
7	22	609
7	23	491
7	24	901
7	25	1012
8	1	427
8	2	956
8	3	308
8	4	525
8	5	471
8	6	492
8	7	918
8	8	0
8	9	183
8	10	180
8	11	1145
8	12	812
8	13	1234
8	14	1414
8	15	453
8	16	661
8	17	507
8	18	381
8	19	126
8	20	636
8	21	580
8	22	415
8	23	587
8	24	487
8	25	616
9	1	600
9	2	1135
9	3	486
9	4	611
9	5	584
9	6	596
9	7	1096
9	8	183
9	9	0
9	10	83
9	11	1166
9	12	874
9	13	1317
9	14	1507
9	15	561
9	16	818
9	17	670
9	18	565
9	19	308
9	20	810
9	21	763
9	22	593
9	23	767
9	24	606
9	25	714
10	1	561
10	2	1133
10	3	487
10	4	534
10	5	513
10	6	523
10	7	1096
10	8	180
10	9	83
10	10	0
10	11	1083
10	12	792
10	13	1237
10	14	1428
10	15	490
10	16	764
10	17	686
10	18	548
10	19	291
10	20	770
10	21	751
10	22	560
10	23	735
10	24	538
10	25	639
11	1	1041
11	2	1639
11	3	1267
11	4	663
11	5	761
11	6	726
11	7	1627
11	8	1145
11	9	1166
11	10	1083
11	11	0
11	12	387
11	13	443
11	14	620
11	15	762
11	16	915
11	17	1461
11	18	1190
11	19	1124
11	20	1076
11	21	1314
11	22	1086
11	23	1144
11	24	770
11	25	631
12	1	655
12	2	1259
12	3	891
12	4	294
12	5	382
12	6	349
12	7	1245
12	8	812
12	9	874
12	10	792
12	11	387
12	12	0
12	13	452
12	14	653
12	15	388
12	16	538
12	17	1078
12	18	807
12	19	769
12	20	694
12	21	927
12	22	700
12	23	758
12	24	388
12	25	245
13	1	975
13	2	1440
13	3	1248
13	4	711
13	5	769
13	6	744
13	7	1440
13	8	1234
13	9	1317
13	10	1237
13	11	443
13	12	452
13	13	0
13	14	206
13	15	784
13	16	759
13	17	1400
13	18	1137
13	19	1169
13	20	920
13	21	1195
13	22	1020
13	23	1008
13	24	760
13	25	620
14	1	1121
14	2	1516
14	3	1400
14	4	897
14	5	944
14	6	923
14	7	1522
14	8	1414
14	9	1507
14	10	1428
14	11	620
14	12	653
14	13	206
14	14	0
14	15	962
14	16	884
14	17	1534
14	18	1281
14	19	1341
14	20	1035
14	21	1313
14	22	1165
14	23	1127
14	24	931
14	25	799
15	1	299
15	2	958
15	3	505
15	4	100
15	5	25
15	6	40
15	7	935
15	8	453
15	9	561
15	10	490
15	11	762
15	12	388
15	13	784
15	14	962
15	15	0
15	16	332
15	17	700
15	18	432
15	19	388
15	20	425
15	21	586
15	22	339
15	23	451
15	24	56
15	25	164
16	1	260
16	2	724
16	3	537
16	4	384
16	5	309
16	6	329
16	7	714
16	8	661
16	9	818
16	10	764
16	11	915
16	12	538
16	13	759
16	14	884
16	15	332
16	16	0
16	17	651
16	18	408
16	19	549
16	20	165
16	21	435
16	22	297
16	23	249
16	24	278
16	25	326
17	1	430
17	2	495
17	3	217
17	4	800
17	5	700
17	6	735
17	7	451
17	8	507
17	9	670
17	10	686
17	11	1461
17	12	1078
17	13	1400
17	14	1534
17	15	700
17	16	651
17	17	0
17	18	272
17	19	421
17	20	512
17	21	253
17	22	383
17	23	418
17	24	691
17	25	834
18	1	162
18	2	595
18	3	135
18	4	532
18	5	430
18	6	466
18	7	562
18	8	381
18	9	565
18	10	548
18	11	1190
18	12	807
18	13	1137
18	14	1281
18	15	432
18	16	408
18	17	272
18	18	0
18	19	258
18	20	306
18	21	205
18	22	116
18	23	229
18	24	420
18	25	563
19	1	305
19	2	843
19	3	207
19	4	475
19	5	401
19	6	428
19	7	807
19	8	126
19	9	308
19	10	291
19	11	1124
19	12	769
19	13	1169
19	14	1341
19	15	388
19	16	549
19	17	421
19	18	258
19	19	0
19	20	512
19	21	461
19	22	290
19	23	461
19	24	410
19	25	551
20	1	210
20	2	564
20	3	441
20	4	501
20	5	407
20	6	435
20	7	552
20	8	636
20	9	810
20	10	770
20	11	1076
20	12	694
20	13	920
20	14	1035
20	15	425
20	16	165
20	17	512
20	18	306
20	19	512
20	20	0
20	21	279
20	22	224
20	23	94
20	24	378
20	25	467
21	1	287
21	2	392
21	3	289
21	4	681
21	5	577
21	6	612
21	7	362
21	8	580
21	9	763
21	10	751
21	11	1314
21	12	927
21	13	1195
21	14	1313
21	15	586
21	16	435
21	17	253
21	18	205
21	19	461
21	20	279
21	21	0
21	22	251
21	23	187
21	24	558
21	25	685
22	1	46
22	2	636
22	3	241
22	4	437
22	5	332
22	6	368
22	7	609
22	8	415
22	9	593
22	10	560
22	11	1086
22	12	700
22	13	1020
22	14	1165
22	15	339
22	16	297
22	17	383
22	18	116
22	19	290
22	20	224
22	21	251
22	22	0
22	23	175
22	24	318
22	25	455
23	1	181
23	2	510
23	3	361
23	4	538
23	5	437
23	6	469
23	7	491
23	8	587
23	9	767
23	10	735
23	11	1144
23	12	758
23	13	1008
23	14	1127
23	15	451
23	16	249
23	17	418
23	18	229
23	19	461
23	20	94
23	21	187
23	22	175
23	23	0
23	24	412
23	25	522
24	1	275
24	2	922
24	3	506
24	4	125
24	5	32
24	6	57
24	7	901
24	8	487
24	9	606
24	10	538
24	11	770
24	12	388
24	13	760
24	14	931
24	15	56
24	16	278
24	17	691
24	18	420
24	19	410
24	20	378
24	21	558
24	22	318
24	23	412
24	24	0
24	25	147
25	1	410
25	2	1029
25	3	653
25	4	109
25	5	150
25	6	124
25	7	1012
25	8	616
25	9	714
25	10	639
25	11	631
25	12	245
25	13	620
25	14	799
25	15	164
25	16	326
25	17	834
25	18	563
25	19	551
25	20	467
25	21	685
25	22	455
25	23	522
25	24	147
25	25	0
;
end;
